#Exudyn implicit second order time integration solver solution file
#simulation started=2020-03-08,22:20:14
#columns contain: time, ODE2 displacements, ODE2 velocities, ODE2 accelerations, AE coordinates, ODE2 velocities
#number of system coordinates [nODE2, nODE1, nAlgebraic, nData] = [3,0,1,0]
#number of written coordinates [nODE2, nVel2, nAcc2, nODE1, nVel1, nAlgebraic, nData] = [3,3,3,0,0,1,0]
#total columns exported  (excl. time) = 10
#number of time steps (planned) = 100
#
0.59,0.01997898873,0,0,-5.685245637,0,0,60323.92145,0,0,-301619.6073
0.6,0.02061073739,0,0,7.290951301,0,0,-75849.07375,0,0,379245.3687
0.61,0.0212497374,0,0,-9.023242886,0,0,95370.19753,0,0,-476850.9877
0.62,0.02189583111,0,0,11.49127731,0,0,-119915.0705,0,0,599575.3524
0.63,0.0225488591,0,0,-14.3014186,0,0,150777.2684,0,0,-753886.342
0.64,0.02320866025,0,0,18.13097354,0,0,-189582.0347,0,0,947910.1736
0.65,0.02387507176,0,0,-22.64692045,0,0,238374.1205,0,0,-1191870.603
0.66,0.02454792921,0,0,28.62727392,0,0,-299723.3297,0,0,1498616.649
0.67,0.02522706658,0,0,-35.84173289,0,0,376862.0125,0,0,-1884310.062
0.68,0.02591231629,0,0,45.22078185,0,0,-473853.2787,0,0,2369266.394
0.69,0.02660350929,0,0,-56.70311691,0,0,595807.0504,0,0,-2979035.252
0.7,0.02730047501,0,0,71.45382225,0,0,-749147.2929,0,0,3745736.464
0.71,0.02800304151,0,0,-89.68507344,0,0,941952.3256,0,0,-4709761.628
0.72,0.02871103542,0,0,112.926701,0,0,-1184378.537,0,0,5921892.687
0.73,0.02942428207,0,0,-141.8292382,0,0,1489197.207,0,0,-7445986.035
0.74,0.03014260547,0,0,178.4933277,0,0,-1872465.553,0,0,9362327.763
0.75,0.03086582838,0,0,-224.2682169,0,0,2354374.291,0,0,-11771871.45
0.76,0.03159377237,0,0,282.1514579,0,0,-2960309.651,0,0,14801548.26
0.77,0.03232625781,0,0,-354.6023111,0,0,3722192.266,0,0,-18610961.33
0.78,0.03306310399,0,0,446.031107,0,0,-4680157.224,0,0,23400786.12
0.79,0.03380412909,0,0,-560.6570476,0,0,5884669.806,0,0,-29423349.03
0.8,0.03454915028,0,0,705.1191392,0,0,-7399182.571,0,0,36995912.85
0.81,0.03529798374,0,0,-886.4237155,0,0,9303479.322,0,0,-46517396.61
0.82,0.0360504447,0,0,1114.728696,0,0,-11697876.8,0,0,58489383.99
0.83,0.0368063475,0,0,-1401.45117,0,0,14708510.49,0,0,-73542552.46
0.84,0.03756550564,0,0,1762.308128,0,0,-18493978.24,0,0,92469891.18
0.85,0.03832773181,0,0,-2215.693979,0,0,23253696.12,0,0,-116268480.6
0.86,0.03909283793,0,0,2786.110551,0,0,-29238402.54,0,0,146192012.7
0.87,0.03986063523,0,0,-3502.986886,0,0,36763367.95,0,0,-183816839.7
0.88,0.04063093427,0,0,4404.709825,0,0,-46225002.11,0,0,231125010.5
0.89,0.04140354499,0,0,-5538.157193,0,0,58121737.57,0,0,-290608687.9
0.9,0.04217827675,0,0,6963.664405,0,0,-73080285.98,0,0,365401429.9
0.91,0.0429549384,0,0,-8755.698289,0,0,91888653.49,0,0,-459443267.5
0.92,0.04373333832,0,0,11009.29143,0,0,-115537651.8,0,0,577688258.9
0.93,0.04451328444,0,0,-13842.53066,0,0,145273093.9,0,0,-726365469.6
0.94,0.04529458434,0,0,17405.30123,0,0,-182661422.3,0,0,913307111.6
0.95,0.04607704521,0,0,-21884.65418,0,0,229672228.4,0,0,-1148361142
0.96,0.04686047403,0,0,27517.19291,0,0,-288782009,0,0,1443910045
0.97,0.04764467746,0,0,-34599.00073,0,0,363104626.6,0,0,-1815523133
0.98,0.04842946205,0,0,43503.77795,0,0,-456555345.3,0,0,2282776726
0.99,0.04921463413,0,0,-54699.98605,0,0,574057084.5,0,0,-2870285422
1,0.05,0,0,68778.06991,0,0,-721799754.7,0,0,3608998774
#simulation finished=2020-03-08,22:20:14
#Solver Info: stepReductionFailed(or step failed)=0,discontinuousIterationsFailed=0,newtonSolutionDiverged=0,massMatrixNotInvertible=1,total time steps=100,total Newton iterations=100,total Newton jacobians=100
