time[s],flange_omega_x[rad/s],flange_omega_y[rad/s],flange_omega_z[rad/s],flange_alpha_x[rad/s2],flange_alpha_y[rad/s2],flange_alpha_z[rad/s2],cycloid_acc_x[m/s2],cycloid_acc_y[m/s2],cycloid_acc_z[m/s2],input_omega_x[rad/s],input_omega_y[rad/s],input_omega_z[rad/s],crank_omega_z[rad/s]
3.009492187500136806e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.966652201645495035e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.321754447190098460e+02,3.054836551542488010e+01,5.370653021370725533e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999981483256e+02,-9.400031214122031997e+01
3.010023437500135568e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.965878006967597846e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.631960431804802170e+02,3.621242388418608016e+01,1.607140417458147397e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999941020405e+02,-9.400043851556881691e+01
3.010585937500135922e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.949513012392309230e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.857796943675618877e+02,2.670676923671369707e+01,-1.696101408330402405e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999918719595e+02,-9.400036989104567908e+01
3.011085937500136978e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.927888418047181363e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.616815051288092491e+02,2.179724679245332553e+01,-7.939846930414252490e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999950357505e+02,-9.400029332308622543e+01
3.011523437500137623e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.907748486147999190e+00,0.000000000000000000e+00,0.000000000000000000e+00,-4.453670651539351297e+02,2.184815707501556048e+01,-6.068815336190362508e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999894207576e+02,-9.400018572597195998e+01
3.012023437500136458e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.887663959256989710e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.365731250629563647e+02,2.327101894197133447e+01,-2.446387778401244883e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999995759481e+02,-9.399976890861886147e+01
3.012585937500137367e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.874044525015906570e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.351300583004754969e+02,2.199574672951217735e+01,-4.709270377671918695e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.820000000017751631e+02,-9.399985164427253892e+01
3.013085937500138423e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.871612245694086907e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.331680178579461682e+01,2.251828520075907747e+01,-4.092035458239310586e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999968171096e+02,-9.399978161083251393e+01
3.013585937500139478e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.878441004311151241e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.338247029707636386e+02,1.970501453980984863e+01,-1.063184083828734394e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999966380528e+02,-9.399959542925770961e+01
3.014085937500140533e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.893980352178322946e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.807654570805362368e+02,2.260920282247266755e+01,-6.279707234914603475e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.819999999968595148e+02,-9.399991974639922887e+01
