time torque_Nm angle_arcmin
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000048e-04 3.200000000000000000e+01 5.903884543480751590e-03
2.000000000000000096e-04 6.400000000000000000e+01 4.660908727910844512e-02
3.000000000000001363e-04 9.600000000000004263e+01 1.572031095163004821e-01
4.000246867836933012e-04 1.280078997707818758e+02 3.527801196467078015e-01
5.003745271401981816e-04 1.601198486848634275e+02 5.161183662364021707e-01
6.006239469476033375e-04 1.921996630232330574e+02 5.766642827454623310e-01
7.016206626976891720e-04 2.245186120632605196e+02 6.344820072087373752e-01
8.001502831012080727e-04 2.560480905923865862e+02 6.923842819320994435e-01
9.032650002063223648e-04 2.890448000660231287e+02 7.528558917321965804e-01
1.001506947424049901e-03 3.204822231756959354e+02 8.110099249056230697e-01
1.105112317925383393e-03 3.536359417361226747e+02 8.605087918870234498e-01
1.200584843643336813e-03 3.841871499658677749e+02 8.969953251274384032e-01
1.302422204409152059e-03 4.167751054109286883e+02 9.330564606775977321e-01
1.403241191567309058e-03 4.490371813015389080e+02 9.678545491948893353e-01
1.502406554036232657e-03 4.807700972915944817e+02 1.001444902029222650e+00
1.602406554036232920e-03 5.127700972915945385e+02 1.034439018006814370e+00
1.702406554036233182e-03 5.447700972915946522e+02 1.066802124846704336e+00
1.802406554036233444e-03 5.767700972915946522e+02 1.098890817310880230e+00
1.901769340749832416e-03 6.085661890399463800e+02 1.127177078631974805e+00
2.000338840193031844e-03 6.401084288617702214e+02 1.154560660087944779e+00
2.101227621976069389e-03 6.723928390323421809e+02 1.185874704498705023e+00
2.203925443984186463e-03 7.052561420749397030e+02 1.220156731582023202e+00
2.305120371036087617e-03 7.376385187315480607e+02 1.254736569902437537e+00
2.401305648233933825e-03 7.684178074348587870e+02 1.287425199835092737e+00
2.502300189291671584e-03 8.007360605733348393e+02 1.321339454476740283e+00
2.604737509507377025e-03 8.335160030423606941e+02 1.355240746988618294e+00
2.705334234142019786e-03 8.657069549254462117e+02 1.388079930488321567e+00
2.805334234142020048e-03 8.977069549254464391e+02 1.420439627537434690e+00
2.905334234142020310e-03 9.297069549254464391e+02 1.452573367498801504e+00
3.005334234142020573e-03 9.617069549254464391e+02 1.484351949700922102e+00
3.105334234142020835e-03 9.937069549254466665e+02 1.515821073055418688e+00
3.205334234142021097e-03 1.025706954925446780e+03 1.547039309686863540e+00
3.305334234142021359e-03 1.057706954925446780e+03 1.578044248926675497e+00
3.405334234142021622e-03 1.089706954925447008e+03 1.608810237246727670e+00
3.505334234142021884e-03 1.121706954925447008e+03 1.639425690043374573e+00
3.605334234142022146e-03 1.153706954925447008e+03 1.669985042830604671e+00
3.705334234142022409e-03 1.185706954925447235e+03 1.700443835456606489e+00
3.805334234142022671e-03 1.217706954925447235e+03 1.730682740324954283e+00
3.905334234142022933e-03 1.249706954925447235e+03 1.760691884279938835e+00
4.005334234142019292e-03 1.281706954925446098e+03 1.790515899451777582e+00
4.105334234142015218e-03 1.313706954925444734e+03 1.820285340927624729e+00
4.205334234142011143e-03 1.345706954925443370e+03 1.850029946502446565e+00
4.305334234142007069e-03 1.377706954925442233e+03 1.879791459117183372e+00
4.405334234142002994e-03 1.409706954925440868e+03 1.909555758745002052e+00
4.505334234141998920e-03 1.441706954925439732e+03 1.939252520044012273e+00
4.605334234141994845e-03 1.473706954925438140e+03 1.968779202806844042e+00
4.705334234141990771e-03 1.505706954925437003e+03 1.998107253750392776e+00
4.805334234141986696e-03 1.537706954925435639e+03 2.027233518577272964e+00
4.905334234141982622e-03 1.569706954925434502e+03 2.056140819947099185e+00
5.005334234141978547e-03 1.601706954925432910e+03 2.084865525453988511e+00
5.105334234141974473e-03 1.633706954925431546e+03 2.113460863022895264e+00
5.205334234141970398e-03 1.665706954925430637e+03 2.142030457011550038e+00
5.305334234141966324e-03 1.697706954925429272e+03 2.170665300998792624e+00
5.405334234141962249e-03 1.729706954925427908e+03 2.199354311270208306e+00
5.505334234141958175e-03 1.761706954925426317e+03 2.228359113055474960e+00
5.605334234141954100e-03 1.793706954925425407e+03 2.259525634641335046e+00
5.705334234141950026e-03 1.825706954925424043e+03 2.290957350716282814e+00
5.805334234141945951e-03 1.857706954925422679e+03 2.322011179899782007e+00
5.902934234141945721e-03 1.888938954925422649e+03 2.351726440418687947e+00
6.004566234141949996e-03 1.921461194925424024e+03 2.381998708390848041e+00
6.108294234141950843e-03 1.954654154925424336e+03 2.412260919103833778e+00
6.208294234141946769e-03 1.986654154925422972e+03 2.440975017254319646e+00
6.308294234141942694e-03 2.018654154925421608e+03 2.469334368583159467e+00
6.408294234141938620e-03 2.050654154925420244e+03 2.497463375749401138e+00
6.508294234141934545e-03 2.082654154925419334e+03 2.525479298727743682e+00
6.608294234141930470e-03 2.114654154925417515e+03 2.553429748772821029e+00
6.708294234141926396e-03 2.146654154925416151e+03 2.581363286573495230e+00
6.808294234141922321e-03 2.178654154925414787e+03 2.609254006692866668e+00
6.908294234141918247e-03 2.210654154925413877e+03 2.637081697551069137e+00
7.008294234141914172e-03 2.242654154925412513e+03 2.664840178558081529e+00
7.108294234141910098e-03 2.274654154925411149e+03 2.692494115034734570e+00
7.208294234141906023e-03 2.306654154925409784e+03 2.719909684960343021e+00
7.308294234141901949e-03 2.338654154925408875e+03 2.746987751416717582e+00
7.408294234141897874e-03 2.370654154925407511e+03 2.773722878043101581e+00
7.508294234141893800e-03 2.402654154925405692e+03 2.800155916324345462e+00
7.608294234141889725e-03 2.434654154925404328e+03 2.826354918776408542e+00
7.708294234141885651e-03 2.466654154925403418e+03 2.852421858009013267e+00
7.808294234141881576e-03 2.498654154925402054e+03 2.878445426946221630e+00
7.908294234141877502e-03 2.530654154925400690e+03 2.904506867607780318e+00
8.008294234141873427e-03 2.562654154925399325e+03 2.930674281127379821e+00
8.108294234141869353e-03 2.594654154925398416e+03 2.956995974318926468e+00
8.208294234141865278e-03 2.626654154925397052e+03 2.983467274331273345e+00
8.308294234141861204e-03 2.658654154925395687e+03 3.010042932464595200e+00
8.408294234141857129e-03 2.690654154925393868e+03 3.036649894852274212e+00
8.508294234141853055e-03 2.722654154925392959e+03 3.063204787112051353e+00
8.608294234141848980e-03 2.754654154925391595e+03 3.089631699009606880e+00
8.708294234141844906e-03 2.786654154925390230e+03 3.115877777902773982e+00
8.808294234141840831e-03 2.818654154925388866e+03 3.141924657165669377e+00
8.908294234141836757e-03 2.850654154925387957e+03 3.167792836987438410e+00
9.008294234141832682e-03 2.882654154925386592e+03 3.193536251580367136e+00
9.108294234141828608e-03 2.914654154925385228e+03 3.219229922485374651e+00
9.208294234141824533e-03 2.946654154925383864e+03 3.244949232057343647e+00
9.308294234141820458e-03 2.978654154925382500e+03 3.270760581067639894e+00
9.408294234141816384e-03 3.010654154925381135e+03 3.296703324886013586e+00
9.508294234141812309e-03 3.042654154925379771e+03 3.322780498860481213e+00
9.608294234141808235e-03 3.074654154925378407e+03 3.348957399866696605e+00
9.708294234141804160e-03 3.106654154925377497e+03 3.375141404189362593e+00
9.808294234141800086e-03 3.138654154925376133e+03 3.401233278154157436e+00
9.908294234141796011e-03 3.170654154925374769e+03 3.427161591506806992e+00
1.000829423414179194e-02 3.197345845074626595e+03 3.452863273342477335e+00
1.010829423414178786e-02 3.165345845074627960e+03 3.472683412351361021e+00
1.020829423414178379e-02 3.133345845074629324e+03 3.480830961832265924e+00
1.030829423414177971e-02 3.101345845074630688e+03 3.479394819406597339e+00
1.040829423414177564e-02 3.069345845074632052e+03 3.470819256653105533e+00
1.050829423414177156e-02 3.037345845074632962e+03 3.457001834391132178e+00
1.060829423414176749e-02 3.005345845074634326e+03 3.439302516232440876e+00
1.070829423414176342e-02 2.973345845074635690e+03 3.418713422872164287e+00
1.080829423414175934e-02 2.941345845074637054e+03 3.396039867959344427e+00
1.090829423414175527e-02 2.909345845074638419e+03 3.371913542257832130e+00
1.100829423414175119e-02 2.877345845074639783e+03 3.346688643878082736e+00
1.110829423414174712e-02 2.845345845074641147e+03 3.320568149594353535e+00
1.120829423414174304e-02 2.813345845074642511e+03 3.293667149461770638e+00
1.130829423414173897e-02 2.781345845074643876e+03 3.266179667561161182e+00
1.140829423414173489e-02 2.749345845074644785e+03 3.238336280070794881e+00
1.150829423414173082e-02 2.717345845074646149e+03 3.210215426629930757e+00
1.160829423414172674e-02 2.685345845074647514e+03 3.181996364569445124e+00
1.170829423414172267e-02 2.653345845074648878e+03 3.153865524387100994e+00
1.180829423414171860e-02 2.621345845074650242e+03 3.125910513064058094e+00
1.190829423414171452e-02 2.589345845074651606e+03 3.098211046855188222e+00
1.200829423414171045e-02 2.557345845074652971e+03 3.070876820115659989e+00
1.210829423414170637e-02 2.525345845074654335e+03 3.044005572695392292e+00
1.220829423414170230e-02 2.493345845074655244e+03 3.017534302180164829e+00
1.230829423414169822e-02 2.461345845074656609e+03 2.991350909757181320e+00
1.240829423414169415e-02 2.429345845074657973e+03 2.965318317500113654e+00
1.250829423414169007e-02 2.397345845074659337e+03 2.939285911981070143e+00
1.260829423414168600e-02 2.365345845074660701e+03 2.913113305293056676e+00
1.270829423414168192e-02 2.333345845074662066e+03 2.886699918047091806e+00
1.280829423414167785e-02 2.301345845074663430e+03 2.860026824436853854e+00
1.290829423414167378e-02 2.269345845074664794e+03 2.833181699518134700e+00
1.300829423414166970e-02 2.237345845074665704e+03 2.806252115419215265e+00
1.310829423414166563e-02 2.205345845074667068e+03 2.779305155327624011e+00
1.320829423414166155e-02 2.173345845074667977e+03 2.752414780974392183e+00
1.330829423414165748e-02 2.141345845074669342e+03 2.725642291540835593e+00
1.340829423414165340e-02 2.109345845074671161e+03 2.699024323649240831e+00
1.350829423414164933e-02 2.077345845074672525e+03 2.672547333726496888e+00
1.360829423414164525e-02 2.045345845074673662e+03 2.646158026159722620e+00
1.370829423414164118e-02 2.013345845074675026e+03 2.619777375304894296e+00
1.380829423414163711e-02 1.981345845074676163e+03 2.593291445405751627e+00
1.390829423414163303e-02 1.949345845074677527e+03 2.566605488287576620e+00
1.400829423414162896e-02 1.917345845074678664e+03 2.539666301623935585e+00
1.410829423414162488e-02 1.885345845074680028e+03 2.512484368583547845e+00
1.420829423414162081e-02 1.853345845074681392e+03 2.485095756568322489e+00
1.430829423414161673e-02 1.821345845074682757e+03 2.457568574519202631e+00
1.440829423414161266e-02 1.789345845074684121e+03 2.429998919483989717e+00
1.450829423414160858e-02 1.757345845074685485e+03 2.402461422245717237e+00
1.460829423414160451e-02 1.725345845074686622e+03 2.375014073246200397e+00
1.470829423414160043e-02 1.693345845074687986e+03 2.347695870301993004e+00
1.480829423414159636e-02 1.661345845074688896e+03 2.320497165618004232e+00
1.490829423414159229e-02 1.629345845074690487e+03 2.293417938814936718e+00
1.500829423414158821e-02 1.597345845074691852e+03 2.266409420216138670e+00
1.510829423414158414e-02 1.565345845074693216e+03 2.238226306893671858e+00
1.520829423414158006e-02 1.533345845074694580e+03 2.209086676463843713e+00
1.530829423414157599e-02 1.501345845074695717e+03 2.180017914082589492e+00
1.540829423414157191e-02 1.469345845074697081e+03 2.151079509600211104e+00
1.550829423414156784e-02 1.437345845074698445e+03 2.122218004159471150e+00
1.560829423414156376e-02 1.405345845074699810e+03 2.093403380178394002e+00
1.570829423414156142e-02 1.373345845074700492e+03 2.064661477248406207e+00
1.580829423414155735e-02 1.341345845074701856e+03 2.036030594381548653e+00
1.590829423414155327e-02 1.309345845074702993e+03 2.007542857637666600e+00
1.600829423414154920e-02 1.277345845074704357e+03 1.979218605037635026e+00
1.610829423414154513e-02 1.245345845074705721e+03 1.951049110892448590e+00
1.620829423414154105e-02 1.213345845074707086e+03 1.922998649706125551e+00
1.630829423414153698e-02 1.181345845074708222e+03 1.894999487133846916e+00
1.640829423414153290e-02 1.149345845074709587e+03 1.866956419352338692e+00
1.650829423414152883e-02 1.117345845074710951e+03 1.838778706846270650e+00
1.660829423414152475e-02 1.085345845074712315e+03 1.810392691723984759e+00
1.670829423414152068e-02 1.053345845074713452e+03 1.781752436863353717e+00
1.680829423414151660e-02 1.021345845074714703e+03 1.752832506089259557e+00
1.690829423414151253e-02 9.893458450747161805e+02 1.723643606344062551e+00
1.700829423414150846e-02 9.573458450747175448e+02 1.694224671381009406e+00
1.710829423414150438e-02 9.253458450747185680e+02 1.664634658449875682e+00
1.720829423414150031e-02 8.933458450747199322e+02 1.634954626508194009e+00
1.730829423414149623e-02 8.613458450747212964e+02 1.605242228603445565e+00
1.740829423414149216e-02 8.293458450747227744e+02 1.575548686428144274e+00
1.750829423414148808e-02 7.973458450747237976e+02 1.545882762652937448e+00
1.760829423414148401e-02 7.653458450747251618e+02 1.516207225761061927e+00
1.770829423414147993e-02 7.333458450747265260e+02 1.486437928380179629e+00
1.780829423414147586e-02 7.013458450747280040e+02 1.456467525186394774e+00
1.790829423414147178e-02 6.693458450747290271e+02 1.426196921626459835e+00
1.800829423414146771e-02 6.373458450747303914e+02 1.395525546283748586e+00
1.810829423414146364e-02 6.053458450747317556e+02 1.364391668414465020e+00
1.820829423414145956e-02 5.733458450747331199e+02 1.332866121405521076e+00
1.830829423414145549e-02 5.413458450747341431e+02 1.300961160102218184e+00
1.840829423414145141e-02 5.093458450747356210e+02 1.268645587290971877e+00
1.850829423414144734e-02 4.773458450747369852e+02 1.235938415162061821e+00
1.860829423414144326e-02 4.453458450747383495e+02 1.202870271272629132e+00
1.870829423414143919e-02 4.133458450747394295e+02 1.169319296985138257e+00
1.880829423414143511e-02 3.813458450747407937e+02 1.135166170201158176e+00
1.890829423414143104e-02 3.493458450747422148e+02 1.100406786526932468e+00
1.900829423414142696e-02 3.173458450747435791e+02 1.065030411648346886e+00
1.910829423414142289e-02 2.853458450747446022e+02 1.029187134656612157e+00
1.920829423414141882e-02 2.533458450747460233e+02 9.928881004115696074e-01
1.930829423414141474e-02 2.213458450747474160e+02 9.556964734500156267e-01
1.940829423414141067e-02 1.893458450747488087e+02 9.170940916648275820e-01
1.950829423414140659e-02 1.573458450747498318e+02 8.767144194784600719e-01
1.960829423414140252e-02 1.253458450747512387e+02 8.336937028710287301e-01
1.970829423414139844e-02 9.334584507475263138e+01 7.866830352549950556e-01
1.980829423414139437e-02 6.134584507475402404e+01 7.351515732521176627e-01
1.990829423414139029e-02 2.934584507475506143e+01 6.791956633337009608e-01
2.000829423414138622e-02 -2.654154925243457086e+00 6.178540471238838094e-01
2.010256623414137522e-02 -3.282119492523993642e+01 5.531042542657677030e-01
2.020037871414136557e-02 -6.412118852523684609e+01 4.747452559201073008e-01
2.030017693494137049e-02 -9.605661918123841758e+01 3.714825531864927033e-01
2.040245728612832821e-02 -1.287863315610648840e+02 2.048013709214647482e-01
2.050129169336309745e-02 -1.604133418761910548e+02 -6.804125072287435516e-02
2.060112899673121820e-02 -1.923612789539896823e+02 -4.553856508643726042e-01
2.070054869796809222e-02 -2.241755833497893775e+02 -7.742808621855556961e-01
2.080063691084206925e-02 -2.562038114694620390e+02 -8.808040674665325032e-01
2.090262493898527307e-02 -2.888399804752872342e+02 -9.352971957077931275e-01
2.100186081105214625e-02 -3.205954595366866897e+02 -9.717963815344441425e-01
2.110093190228470861e-02 -3.522982087311066266e+02 -1.008515442414441576e+00
2.120295133891608036e-02 -3.849444284531455764e+02 -1.048772564285729070e+00
2.130061983749054200e-02 -4.161983479969732684e+02 -1.087551920499179259e+00
2.140513409137791492e-02 -4.496429092409326245e+02 -1.126611880363425966e+00
2.150268072833948219e-02 -4.808578330686341360e+02 -1.159560378927862789e+00
2.160771181964718513e-02 -5.144677822870991122e+02 -1.192330999679829695e+00
2.170371181964718399e-02 -5.451877822870986847e+02 -1.220554467074467686e+00
2.180171783564717469e-02 -5.765497074070957524e+02 -1.248910503064266875e+00
2.190298929901629207e-02 -6.089565756852133518e+02 -1.276354487512370017e+00
2.200318229609736151e-02 -6.410183347511555212e+02 -1.302804393352685386e+00
2.210065004365785457e-02 -6.722080139705133206e+02 -1.332462858706109587e+00
2.220337591970512892e-02 -7.050802943056410186e+02 -1.367457916096732617e+00
2.230337782870217903e-02 -7.370809051846971443e+02 -1.403958052003676071e+00
2.240313023456101671e-02 -7.690016750595251551e+02 -1.441125704257465889e+00
2.250313023456101263e-02 -8.010016750595239046e+02 -1.477738786405953242e+00
2.260313023456100856e-02 -8.330016750595225403e+02 -1.512980770255271556e+00
2.270313023456100449e-02 -8.650016750595214035e+02 -1.546796051987551213e+00
2.280313023456100041e-02 -8.970016750595199255e+02 -1.579301074820190554e+00
2.290313023456099634e-02 -9.290016750595187887e+02 -1.610712708025581419e+00
2.300313023456099226e-02 -9.610016750595173107e+02 -1.641266444962818039e+00
2.310313023456098819e-02 -9.930016750595161739e+02 -1.671258964688325355e+00
2.320313023456098411e-02 -1.025001675059514810e+03 -1.700772793421837514e+00
2.330313023456098004e-02 -1.057001675059513445e+03 -1.729944643072448773e+00
2.340313023456097596e-02 -1.089001675059512081e+03 -1.759095767611195127e+00
2.350313023456097189e-02 -1.121001675059510944e+03 -1.788347146861860582e+00
2.360313023456096782e-02 -1.153001675059509580e+03 -1.817685420431017107e+00
2.370313023456096374e-02 -1.185001675059508216e+03 -1.846997512191294710e+00
2.380313023456095967e-02 -1.217001675059506852e+03 -1.876131723442485466e+00
2.390313023456095559e-02 -1.249001675059505715e+03 -1.904980102632061412e+00
2.400313023456095152e-02 -1.281001675059504350e+03 -1.933541412716400121e+00
2.410313023456094744e-02 -1.313001675059502986e+03 -1.961852377432974581e+00
2.420313023456094337e-02 -1.345001675059501622e+03 -1.989959731593881065e+00
2.430313023456093929e-02 -1.377001675059500485e+03 -2.017961435602859677e+00
2.440313023456093522e-02 -1.409001675059499121e+03 -2.045956772537742996e+00
2.450313023456093114e-02 -1.441001675059497984e+03 -2.073976669527285654e+00
2.460313023456092707e-02 -1.473001675059496392e+03 -2.102345275193892249e+00
2.470313023456092300e-02 -1.505001675059495255e+03 -2.131040959183340355e+00
2.480313023456091892e-02 -1.537001675059493891e+03 -2.160006956275426937e+00
2.490313023456091485e-02 -1.569001675059492754e+03 -2.189178155356024114e+00
2.500313023456091077e-02 -1.601001675059491390e+03 -2.218434039744836994e+00
2.510313023456090670e-02 -1.633001675059490026e+03 -2.247582625304547665e+00
2.520313023456090262e-02 -1.665001675059488662e+03 -2.276467067185543591e+00
2.530313023456089855e-02 -1.697001675059487297e+03 -2.304945228279711600e+00
2.540313023456089447e-02 -1.729001675059486161e+03 -2.333179703353991385e+00
2.550313023456089040e-02 -1.761001675059484796e+03 -2.361148364131896660e+00
2.560313023456088632e-02 -1.793001675059483432e+03 -2.388910411854184623e+00
2.570313023456088225e-02 -1.825001675059482068e+03 -2.416592486490649172e+00
2.580313023456087818e-02 -1.857001675059480931e+03 -2.444320183098582788e+00
