time R11 R12 R13 R21 R22 R23 R31 R32 R33
0.000000000000000000e+00 1.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.999999999999990992e-05 9.999999999999874545e-01 -1.570796326794886817e-07 0.000000000000000000e+00 1.570796326794886817e-07 9.999999999999874545e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.999999999999996301e-04 9.999999999998023803e-01 -6.283185307179149162e-07 0.000000000000000000e+00 6.283185307179149162e-07 9.999999999998023803e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
2.999999999999993774e-04 9.999999999990006883e-01 -1.413716694114929567e-06 0.000000000000000000e+00 1.413716694114929567e-06 9.999999999990006883e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
3.999999999999990976e-04 9.999999999968416375e-01 -2.513274122869177011e-06 0.000000000000000000e+00 2.513274122869177011e-06 9.999999999968416375e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
4.999999999999991430e-04 9.999999999922891680e-01 -3.926990816977134227e-06 0.000000000000000000e+00 3.926990816977134227e-06 9.999999999922891680e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
6.000000000000015737e-04 9.999999999840111231e-01 -5.654866776431518000e-06 0.000000000000000000e+00 5.654866776431518000e-06 9.999999999840111231e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
7.000000000000040044e-04 9.999999999703788056e-01 -7.696902001219081585e-06 0.000000000000000000e+00 7.696902001219081585e-06 9.999999999703788056e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
8.000000000000064351e-04 9.999999999494675329e-01 -1.005309649131816211e-05 0.000000000000000000e+00 1.005309649131816211e-05 9.999999999494675329e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
9.000000000000088658e-04 9.999999999190567479e-01 -1.272345024669561772e-05 0.000000000000000000e+00 1.272345024669561772e-05 9.999999999190567479e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000011297e-03 9.999999998766297971e-01 -1.570796326730335219e-05 0.000000000000000000e+00 1.570796326730335219e-05 9.999999998766297971e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.100000000000013727e-03 9.999999998193737083e-01 -1.900663555307435505e-05 0.000000000000000000e+00 1.900663555307435505e-05 9.999999998193737083e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.200000000000016158e-03 9.999999997441797461e-01 -2.261946710391827669e-05 0.000000000000000000e+00 2.261946710391827669e-05 9.999999997441797461e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.300000000000018589e-03 9.999999996476427455e-01 -2.654645791971655959e-05 0.000000000000000000e+00 2.654645791971655959e-05 9.999999996476427455e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.400000000000021019e-03 9.999999995260614449e-01 -3.078760800031708002e-05 0.000000000000000000e+00 3.078760800031708002e-05 9.999999995260614449e-01 -0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
