time torque_Nm angle_arcmin
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.004246878992735267e-04 3.213590012776752758e+01 5.840291457119438714e-03
2.008083395157997169e-04 6.425866864505590570e+01 4.616810520747952756e-02
3.027923520818375587e-04 9.689355266618801465e+01 1.582689692280374594e-01
4.003117660184295516e-04 1.280997651258974486e+02 3.447839898634675326e-01
5.012628475908929111e-04 1.604041112290857427e+02 5.129136807679171017e-01
6.013141522128031624e-04 1.924205287080970095e+02 5.732810922259281572e-01
7.021295477321595540e-04 2.246814552742910678e+02 6.289099705624465741e-01
8.002335940477861348e-04 2.560747500952915630e+02 6.851062923454855902e-01
9.003591782874925068e-04 2.881149370519975719e+02 7.436248409690746630e-01
1.004927389400352535e-03 3.215767646081127964e+02 8.027691458753907217e-01
1.103233270628617944e-03 3.530346466011577604e+02 8.500372759908422227e-01
1.205428294116981129e-03 3.857370541174339564e+02 8.902840854612015242e-01
1.303163193240576079e-03 4.170122218369843381e+02 9.260457468726975838e-01
1.401804132714733501e-03 4.485773224687147263e+02 9.613127649100566829e-01
1.501804132714733763e-03 4.805773224687148399e+02 9.962172557518589322e-01
1.602940132714733264e-03 5.129408424687146635e+02 1.030066316516415226e+00
1.706159332714732562e-03 5.459709864687143863e+02 1.063684961867067846e+00
1.805544676714732717e-03 5.777742965487144602e+02 1.095477795542910693e+00
1.900705465297133001e-03 6.082257488950825746e+02 1.122924501071720815e+00
2.007682363222253706e-03 6.424583562311212290e+02 1.152480555632455550e+00
2.106309844723949862e-03 6.740191503116639069e+02 1.182960101103400552e+00
2.203882218629357997e-03 7.052423099613945396e+02 1.215181238552718090e+00
2.303882218629358259e-03 7.372423099613945396e+02 1.248941855378619126e+00
2.403882218629358521e-03 7.692423099613947670e+02 1.282480835821907972e+00
2.503882218629358784e-03 8.012423099613947670e+02 1.315414491283777743e+00
2.603882218629359046e-03 8.332423099613949944e+02 1.347752039078251585e+00
2.703882218629359308e-03 8.652423099613949944e+02 1.379630421293932097e+00
2.803882218629359570e-03 8.972423099613949944e+02 1.411279814916616804e+00
2.903882218629359833e-03 9.292423099613952218e+02 1.442836525517029234e+00
3.003882218629360095e-03 9.612423099613952218e+02 1.474384060719303502e+00
3.103882218629360357e-03 9.932423099613952218e+02 1.505952828171032598e+00
3.203882218629360620e-03 1.025242309961395222e+03 1.537527949739613486e+00
3.303882218629360882e-03 1.057242309961395449e+03 1.569019508002059693e+00
3.403882218629361144e-03 1.089242309961395449e+03 1.600388990866327577e+00
3.503882218629361407e-03 1.121242309961395449e+03 1.631637416069538382e+00
3.603882218629361669e-03 1.153242309961395677e+03 1.662623047790342756e+00
3.703882218629361931e-03 1.185242309961395677e+03 1.693372467877224619e+00
3.803882218629362193e-03 1.217242309961395904e+03 1.723899776482899382e+00
3.903882218629362456e-03 1.249242309961396131e+03 1.754333810437378682e+00
4.003882218629358815e-03 1.281242309961394767e+03 1.784654005243868413e+00
4.103882218629354740e-03 1.313242309961393403e+03 1.814951949219152594e+00
4.203882218629350666e-03 1.345242309961392266e+03 1.845260086867908766e+00
4.303882218629346591e-03 1.377242309961390902e+03 1.875538388476552409e+00
4.403882218629342517e-03 1.409242309961389537e+03 1.905717120199481807e+00
4.503882218629338442e-03 1.441242309961388173e+03 1.935759614384687133e+00
4.603882218629334368e-03 1.473242309961387036e+03 1.965637502306394335e+00
4.703882218629330293e-03 1.505242309961385672e+03 1.995313240882684802e+00
4.803882218629326219e-03 1.537242309961384308e+03 2.024755203956269067e+00
4.903882218629322144e-03 1.569242309961382944e+03 2.054006566506406894e+00
5.003882218629318070e-03 1.601242309961381579e+03 2.083099059500456818e+00
5.103882218629313995e-03 1.633242309961380670e+03 2.112077040010681195e+00
5.203882218629309921e-03 1.665242309961379078e+03 2.140991873799388490e+00
5.303882218629305846e-03 1.697242309961377714e+03 2.169876267767374856e+00
5.403082218629303053e-03 1.728986309961376719e+03 2.198516805899290105e+00
5.501642218629306663e-03 1.760525509961378248e+03 2.226968735205090422e+00
5.609162218629310838e-03 1.794931909961379461e+03 2.259109901221927341e+00
5.701322218629313425e-03 1.824423109961380305e+03 2.288263561657592149e+00
5.802698218629316271e-03 1.856863429961381144e+03 2.320359060504179727e+00
5.902231018629318544e-03 1.888713925961381847e+03 2.351372073943457153e+00
