time torque_Nm angle_arcmin
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000048e-04 3.200000000000000000e+01 5.903884543486698222e-03
2.000000000000000096e-04 6.400000000000000000e+01 4.660908727910172827e-02
3.000000000000001363e-04 9.600000000000004263e+01 1.572031095162842174e-01
4.006753227894296475e-04 1.282161032926174755e+02 3.535183861294052821e-01
5.010757474857506196e-04 1.603442391954401955e+02 5.171220575634729588e-01
6.010484851159634276e-04 1.923355152371082966e+02 5.788498867850682128e-01
7.052013482332402305e-04 2.256644314346368674e+02 6.395835033641391609e-01
8.030370980705369777e-04 2.569718713825718623e+02 6.983683118530524814e-01
9.022050793949796307e-04 2.887056254063934375e+02 7.574796701285662071e-01
1.003033047797036040e-03 3.209705752950515034e+02 8.178643285454872958e-01
1.102041592986021615e-03 3.526533097555268910e+02 8.659548025672249016e-01
1.206000565434457977e-03 3.859201809390265794e+02 9.058915043360561414e-01
1.304273618573469464e-03 4.173675579435101781e+02 9.406653726421255746e-01
1.406761880793779788e-03 4.501638018540095345e+02 9.759646250736877526e-01
1.501881880793779975e-03 4.806022018540095928e+02 1.007968199302789136e+00
1.603257880793779785e-03 5.130425218540094647e+02 1.040930495413020962e+00
1.705248280793778557e-03 5.456794498540091354e+02 1.073377643347502186e+00
1.806992920793777917e-03 5.782377346540089320e+02 1.105295075790715398e+00
1.900029462011277454e-03 6.080094278436087052e+02 1.130756470460133833e+00
2.002627091022314565e-03 6.408406691271406999e+02 1.159126991575862409e+00
2.101736400646976415e-03 6.725556482070323909e+02 1.189944236601386596e+00
2.200722593116821724e-03 7.042312297973829800e+02 1.223038705707160334e+00
2.304436484331495900e-03 7.374196749860786895e+02 1.258524292448720105e+00
2.402299848349445481e-03 7.687359514718225455e+02 1.291852661740718222e+00
2.504418141237740696e-03 8.014138051960770781e+02 1.326219838476607293e+00
2.605259955464931526e-03 8.336831857487779871e+02 1.359674550370517876e+00
2.704825291031017105e-03 8.655440931299254999e+02 1.392283423244355056e+00
2.808985949777077253e-03 8.988755039286646706e+02 1.426120845367411905e+00
2.906557888856917040e-03 9.300985244342134592e+02 1.457549600584275629e+00
3.006557888856917302e-03 9.620985244342134592e+02 1.489439933376396352e+00
3.106557888856917565e-03 9.940985244342135729e+02 1.521078295464508123e+00
3.206557888856917827e-03 1.026098524434213687e+03 1.552508040666563893e+00
3.306557888856918089e-03 1.058098524434213687e+03 1.583734888172042110e+00
3.406557888856918351e-03 1.090098524434213687e+03 1.614711301176679603e+00
3.506557888856918614e-03 1.122098524434213914e+03 1.645558582138305193e+00
3.606557888856918876e-03 1.154098524434214141e+03 1.676184773833033326e+00
3.706557888856919138e-03 1.186098524434214141e+03 1.706666373594100561e+00
3.806557888856919401e-03 1.218098524434214369e+03 1.736896012584140836e+00
3.906557888856919229e-03 1.250098524434214141e+03 1.766904192163473386e+00
4.006557888856915155e-03 1.282098524434213004e+03 1.796778827428529901e+00
4.106557888856911080e-03 1.314098524434211413e+03 1.826595211305986899e+00
